entrez,teff_AAVS1_324,teff_AAVS1_348,teff_AAVS1_400,teff_Double_324,teff_Double_348,teff_Double_400,teff_HIVEP2_324,teff_HIVEP2_348,teff_HIVEP2_400,teff_SATB1_324,teff_SATB1_348,teff_SATB1_400,treg_AAVS1_324,treg_AAVS1_348,treg_AAVS1_400,treg_Double_324,treg_Double_348,treg_Double_400,treg_HIVEP2_324,treg_HIVEP2_348,treg_HIVEP2_400,treg_SATB1_324,treg_SATB1_348,treg_SATB1_400
6710,0.0,2.0,1.0,4.0,2.0,2.0,4.0,10.0,2.025,1.0,3.012,1.0,0.0,0.0,4.371,1.0,0.0,7.0,4.0,1.0,3.034,0.0,1.0,0.0
27071,12.0,15.0,41.0,27.0,19.0,52.0,15.0,14.0,51.0,15.0,26.0,55.0,12.0,10.0,22.0,12.0,29.0,33.0,22.0,22.0,16.0,25.0,25.0,26.0
2255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23446,21.207,15.27,25.993,14.979,16.915,17.32,7.865,21.016,16.216,13.205,18.218,18.692,24.856,10.298,14.169,9.76,10.968,20.906,22.14,11.906,22.811,19.266,10.801,15.378
54916,2.0,6.0,4.0,2.0,1.0,5.0,1.0,3.0,9.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,5.0,3.0,2.0,8.0,3.0,5.0
23293,1.0,0.0,5.0,3.0,2.0,2.0,1.0,3.0,5.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,2.0
10640,4.0,4.0,11.0,21.0,4.0,16.0,10.0,15.0,21.0,9.0,10.0,11.0,9.0,9.0,11.0,9.0,6.0,3.0,5.0,13.0,6.0,6.0,3.0,12.0
8218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10272,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0
9993,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,4.0,1.0,3.0,0.0,1.0,2.0
55658,8.0,12.0,12.0,11.0,11.0,16.0,4.0,8.0,14.0,7.0,11.0,16.0,6.0,5.0,9.0,6.0,15.0,13.0,13.0,9.999,18.0,9.0,7.0,10.0
4335,37.0,22.0,46.0,28.0,14.0,27.115,43.999,18.998,57.988,43.0,14.998,38.999,11.999,6.0,25.998,29.0,19.0,23.0,15.0,16.0,23.195,25.0,2.999,17.0
79364,1.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,4.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0
23210,14.0,4.0,12.0,11.0,8.0,22.0,14.0,11.0,19.0,15.0,5.0,14.0,7.0,4.0,8.993,7.0,8.0,16.0,11.0,8.0,8.0,11.0,5.0,7.0
5423,9.0,5.0,13.0,13.0,8.0,7.0,3.0,7.0,15.0,8.0,2.0,8.0,4.0,1.0,8.0,7.0,6.0,2.0,7.0,7.0,10.0,5.0,2.0,4.0
55808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55062,2.0,10.0,4.0,6.0,2.0,14.0,7.0,6.0,11.0,9.0,6.0,12.0,6.049,11.0,12.999,7.0,5.0,9.0,7.0,6.0,6.0,5.0,6.0,9.0
22844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57704,12.0,18.0,31.0,27.0,14.0,34.931,32.0,16.0,37.0,31.0,17.0,48.0,14.0,14.0,27.001,27.001,24.0,11.0,12.0,14.0,19.0,12.0,7.0,17.0
3340,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
440,8.323,9.6,27.0,15.0,22.0,11.77,9.0,9.264,36.0,8.323,9.855,18.715,15.0,3.208,12.0,7.0,12.385,7.875,8.649,9.751,12.295,4.009,6.0,11.099
10947,6.0,8.0,25.0,11.0,5.0,17.0,4.131,21.0,24.0,5.0,21.0,18.0,15.0,2.0,20.0,14.0,3.0,14.001,15.001,8.0,19.0,22.0,7.0,9.0
1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26986,215.288,201.106,316.466,227.147,161.153,371.557,247.288,215.223,381.509,261.179,175.319,308.454,200.284,156.224,285.447,205.231,208.18,235.37,301.451,305.451,313.324,251.412,179.296,234.418
10420,10.0,21.0,52.0,23.0,54.0,59.0,27.0,38.0,68.0,18.0,40.0,46.0,19.0,42.0,42.0,32.0,54.0,56.0,46.0,68.0,37.0,36.0,39.0,31.0
29105,1.0,4.0,5.0,7.0,8.0,4.0,5.0,6.0,17.0,3.0,3.0,14.0,6.0,5.0,8.0,2.0,4.0,4.0,1.0,5.0,7.0,2.0,7.0,1.0
1459,33.0,36.0,87.0,63.0,41.0,96.0,43.0,49.0,94.999,49.0,34.0,92.0,35.0,14.0,71.0,44.0,37.0,55.0,41.0,57.0,62.0,52.0,14.0,44.0
11099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8891,6.996,7.99,12.0,4.984,5.0,13.0,1.994,7.996,8.997,2.0,2.99,9.987,5.996,4.0,7.997,5.0,11.0,4.992,4.994,12.985,7.997,4.982,5.0,1.0
815,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
6949,2.0,4.0,4.0,0.0,5.0,9.0,4.0,3.0,17.0,1.0,3.0,5.0,5.0,1.0,4.0,1.0,7.0,6.0,4.0,11.0,9.0,5.0,3.0,4.0
998,311.0,499.001,563.0,386.997,399.0,649.0,346.0,534.0,682.008,307.0,553.0,561.0,256.0,314.999,422.999,232.0,425.001,432.0,330.992,498.0,542.999,270.0,258.99,389.0
26031,5.0,2.0,14.0,5.0,1.0,10.0,7.0,3.0,6.0,2.0,2.0,6.0,5.0,0.0,4.0,1.0,7.0,1.0,4.0,13.0,6.0,6.0,3.0,11.0
2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6559,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.014,0.0,0.0,1.016,0.0,0.0,1.0,1.0,0.0,0.0
56852,3.0,5.0,6.0,1.0,1.0,8.0,3.0,5.0,11.0,3.0,0.0,10.0,3.0,0.0,9.0,1.0,4.0,6.0,2.0,6.0,6.0,2.0,5.0,4.0
490,9.0,1.0,9.0,8.0,9.0,11.0,8.0,6.0,8.0,12.0,7.0,7.0,7.0,8.0,10.0,4.0,7.0,4.0,8.0,12.001,10.0,1.0,5.0,12.0
29850,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440,3.0,2.0,8.0,9.0,5.0,10.0,4.0,6.0,10.0,3.0,6.0,9.0,3.0,4.0,14.0,2.0,7.0,12.0,9.0,8.0,12.0,7.0,4.0,7.0
9448,4.0,8.0,5.0,11.0,5.0,10.0,3.0,6.0,16.0,4.888,1.0,5.0,12.0,4.0,6.0,0.0,12.0,4.0,3.0,8.0,13.0,8.0,3.0,6.0
11320,2.0,4.0,3.0,8.0,3.0,8.0,5.0,5.0,12.0,8.0,2.0,4.0,5.0,0.0,2.0,5.0,1.0,1.0,3.0,3.0,8.0,3.0,2.0,7.0
6160,101.001,109.973,116.999,126.983,96.865,193.958,130.0,119.0,147.734,107.0,102.001,132.0,85.999,54.772,96.929,105.788,114.221,132.784,161.411,130.93,136.0,115.0,74.999,119.001
9948,39.0,67.0,98.0,63.001,76.0,101.0,38.0,83.0,93.0,43.0,75.0,65.0,39.0,26.0,57.0,35.001,55.0,53.0,59.0,64.0,74.0,52.999,31.0,49.0
23161,1.0,4.0,5.0,7.0,5.0,3.0,2.0,4.0,7.0,4.0,7.0,6.0,3.0,2.0,6.0,7.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,7.0
54860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79658,3.0,3.0,7.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0
6196,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54556,49.0,46.0,82.0,62.0,88.999,97.0,82.0,49.0,103.001,95.0,40.001,82.0,56.0,20.0,69.999,52.0,28.0,58.0,74.0,57.001,87.0,55.0,17.0,56.0
22846,0.0,1.0,1.054,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.166,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29995,1.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,5.0,2.0,0.0,3.0,1.0,0.0,3.0,3.0,1.0,9.0,0.0,5.0,9.0,2.0,0.0,3.0
114049,7.0,12.0,18.0,9.0,10.0,39.0,8.0,20.0,17.999,21.0,17.001,14.0,24.001,8.0,10.0,7.0,12.999,11.0,29.0,21.0,16.0,23.0,18.999,14.0
6400,39.0,37.0,81.0,74.0,33.0,115.0,62.0,56.0,90.0,73.0,60.0,91.0,68.0,29.0,56.0,36.0,72.0,79.0,73.0,99.0,69.0,78.0,33.0,58.0
9319,6.0,4.0,4.0,9.0,9.0,9.0,4.0,5.0,10.0,3.0,12.0,7.0,3.0,8.0,4.0,2.0,2.0,4.0,2.0,5.0,13.0,4.0,1.0,3.0
537,8.0,11.0,9.0,8.999,9.0,11.0,7.0,5.0,26.0,12.0,4.0,12.0,8.0,6.0,14.0,14.0,6.0,7.001,8.0,10.0,20.0,12.0,5.0,13.0
6929,28.0,30.0,51.0,27.0,25.0,46.0,8.0,17.0,37.0,17.0,29.0,39.0,21.0,13.0,30.001,20.0,14.0,32.0,27.0,41.0,33.0,18.0,4.0,21.0
28951,2.0,0.0,1.0,8.0,0.0,3.0,1.0,2.0,3.0,4.0,0.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,8.0,3.0,3.0,2.0,1.0
26528,18.0,22.0,23.0,26.0,20.0,28.0,15.001,17.0,35.0,19.0,17.999,26.001,12.0,19.0,12.0,10.0,27.0,20.0,14.0,16.0,27.0,13.0,17.0,13.0
53615,8.0,10.0,18.0,6.0,14.0,25.836,5.0,10.0,25.0,6.0,12.0,10.0,5.0,8.0,28.0,9.0,16.0,13.0,11.0,15.0,15.0,8.0,3.0,12.0
51052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6596,10.0,11.0,15.0,13.0,13.0,17.0,4.0,22.0,17.0,5.0,9.0,25.0,2.0,3.0,9.0,6.0,11.0,7.0,12.0,12.0,16.0,1.0,2.0,2.0
9130,8.0,5.0,11.0,7.0,9.0,9.0,7.0,5.0,14.0,11.0,9.0,11.0,10.0,4.0,11.0,12.0,12.0,9.0,12.0,12.0,11.0,11.0,13.0,5.0
60343,18.0,33.0,54.0,47.0,26.0,66.0,17.0,34.0,60.0,23.0,32.0,72.0,20.0,13.0,36.0,38.0,15.0,37.0,37.0,39.0,30.0,39.0,17.0,31.0
29894,3.0,3.0,7.0,4.0,4.0,4.0,3.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,4.0,5.0,4.0,4.0,2.0,0.0,4.0,5.001
140469,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79901,0.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
28513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5134,3.0,9.0,16.0,5.0,5.0,18.0,5.0,10.0,18.0,11.0,8.0,13.0,10.0,6.0,6.0,5.0,10.0,7.0,8.0,8.0,12.0,12.0,8.0,6.0
55117,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
51109,11.0,10.0,23.0,19.0,4.0,24.0,17.0,14.0,19.0,13.0,15.0,9.0,10.0,11.0,14.999,6.0,12.0,17.0,10.0,14.0,14.0,13.0,5.0,12.0
5566,4.0,9.0,11.0,8.0,5.523,15.0,7.0,11.0,22.0,8.0,8.0,16.0,6.0,5.0,9.0,7.0,11.0,9.0,13.0,17.0,19.0,10.0,11.0,5.0
22859,4.087,1.0,1.0,16.002,5.0,4.039,0.0,1.0,3.0,3.0,5.0,9.001,5.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0
6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1.0,7.0,7.0,11.26,6.016,13.068,4.015,6.151,12.966,5.0,9.0,3.142,3.0,4.028,6.044,4.0,5.013,8.183,9.0,7.0,8.067,8.0,2.018,2.0
23503,3.0,9.194,12.0,13.0,6.0,26.0,6.0,27.0,25.0,10.0,18.0,17.0,18.0,1.0,20.0,11.0,16.0,18.0,14.0,15.0,7.0,20.0,2.0,18.0
27330,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22905,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,9.0,7.0,1.0,1.0,2.0,3.0,5.0,13.0,3.0,2.0,5.0,9.0,2.0,2.0
26469,9.0,23.0,19.0,14.001,23.0,21.0,9.0,16.0,32.0,6.0,26.0,19.0,12.0,15.001,20.003,5.0,23.001,15.0,19.0,32.999,19.0,17.0,18.0,10.0
55679,0.0,4.0,3.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0
55515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10290,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84708,213.0,433.0,471.0,373.0,386.0,703.0,352.0,379.0,553.0,367.0,479.0,446.0,236.0,265.0,518.0,282.0,344.0,362.0,370.0,470.0,540.0,369.0,257.0,414.0
224,0.0,3.0,6.0,4.0,5.0,7.0,4.0,5.0,13.999,2.0,4.0,5.0,3.0,1.0,0.0,4.0,8.0,4.0,5.0,4.0,5.0,2.0,1.0,5.0
7037,30.999,38.0,48.0,31.0,14.0,45.0,22.001,29.0,67.999,23.0,35.0,45.0,32.999,41.0,73.999,24.0,65.0,62.0,57.0,108.0,73.0,30.0,41.0,50.0
6720,13.0,23.0,20.0,23.0,17.0,23.0,16.473,7.0,29.0,16.0,25.0,21.0,15.0,12.0,25.0,10.0,13.0,12.0,29.0,29.0,28.0,22.0,12.0,11.0
7224,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27125,12.0,11.0,16.0,10.999,9.0,19.999,11.0,20.0,15.0,23.0,7.999,16.0,12.0,5.0,14.0,5.0,11.0,7.0,9.001,13.0,12.0,20.001,10.0,7.0
7321,2.0,3.0,7.0,3.0,3.0,5.0,2.0,3.0,7.0,6.0,3.0,2.0,7.0,5.0,2.0,4.0,6.0,9.0,5.0,8.0,5.0,5.0,4.0,5.0
64398,4.0,5.0,6.0,3.0,6.0,6.0,4.0,5.0,8.0,3.0,3.0,5.0,2.0,2.0,3.0,9.0,6.0,4.0,10.0,5.0,6.0,4.0,4.0,7.0
9886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8243,7.0,8.0,19.0,7.0,7.0,35.0,13.0,20.0,15.0,7.0,9.0,20.0,9.0,6.0,18.0,3.0,7.0,5.0,8.0,17.0,20.0,5.0,6.0,16.0
3028,5.0,9.0,8.0,11.0,12.0,7.0,3.0,6.0,11.0,1.0,8.0,5.0,6.0,3.0,8.0,9.0,9.0,9.0,1.0,8.0,10.0,8.0,11.0,9.0
2011,14.0,17.0,29.0,16.0,7.0,18.0,17.0,17.0,22.0,21.0,16.0,21.0,10.0,10.0,16.0,14.0,9.0,10.0,20.0,15.0,15.0,22.0,1.0,14.0
3161,6.0,8.0,16.0,7.0,10.0,17.0,5.0,8.0,11.0,7.0,10.0,17.0,6.0,1.0,4.0,5.0,9.0,4.0,10.0,12.0,9.0,4.0,4.0,8.0
55743,8.0,8.0,11.0,7.0,8.001,10.0,12.0,5.0,12.0,7.0,11.0,10.0,4.0,5.0,7.0,2.0,3.0,9.0,12.0,8.0,17.0,3.0,4.0,4.0
29953,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8974,7.0,4.0,11.0,9.0,2.0,16.0,4.0,4.0,14.0,2.0,5.0,8.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,3.0
2213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4775,0.0,18.45,11.494,9.176,7.953,4.999,8.582,15.827,20.049,6.185,9.389,5.41,10.119,6.746,4.089,3.571,4.533,8.083,11.156,12.291,9.024,4.407,5.117,3.599
51095,21.0,62.0,63.0,33.0,36.0,72.988,37.0,48.0,79.0,25.0,35.0,58.0,38.0,57.0,80.0,34.0,39.0,43.0,37.0,57.0,66.0,38.0,51.0,40.0
37,36.0,40.001,79.0,37.0,35.0,65.0,47.0,44.0,71.0,27.0,35.0,53.0,38.0,28.0,36.999,33.0,15.0,33.0,41.0,28.999,47.001,29.0,12.0,37.999
6793,2.0,6.0,13.0,5.0,9.0,9.0,8.0,2.0,13.0,3.0,11.0,11.0,7.0,1.0,13.0,3.0,5.0,12.0,9.0,2.0,13.0,10.0,8.0,8.0
23291,7.0,3.0,13.0,7.0,4.0,16.0,1.0,2.0,4.0,4.0,6.0,3.0,3.0,4.0,4.0,3.0,5.0,10.0,5.0,1.0,3.0,3.069,2.0,4.0
9744,42.999,38.0,48.0,45.0,36.001,60.0,54.0,35.0,64.999,55.0,43.001,59.999,27.0,18.0,58.0,33.0,23.0,47.0,46.001,47.0,53.0,27.244,22.0,40.0
1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51009,7.0,9.0,17.0,24.001,9.0,20.0,7.0,13.0,22.0,12.0,18.0,24.999,14.0,5.0,15.0,8.0,16.001,6.0,17.0,15.0,22.001,4.0,5.0,31.0
54847,2.0,5.0,0.0,5.0,4.0,4.0,4.0,5.0,6.0,1.0,2.0,5.0,3.0,1.0,9.0,6.0,9.0,3.0,9.0,15.0,8.0,4.0,8.0,4.0
54820,9.001,7.0,4.0,6.0,6.0,10.001,5.0,4.0,10.0,12.0,5.0,10.0,7.0,4.0,15.999,6.0,8.0,4.0,7.0,7.0,12.0,6.0,2.0,11.0
10335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79041,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
8907,72.0,112.0,186.721,126.0,110.0,177.0,80.999,144.394,194.221,72.0,105.337,142.0,71.0,85.548,136.0,71.0,144.0,125.0,97.0,154.905,161.0,111.477,116.0,102.0
5817,2.0,4.699,1.308,5.0,0.0,4.297,3.0,5.0,17.0,0.0,1.0,1.299,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0
7515,1.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,0.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,5.0,1.103,1.0,2.0,2.0,1.0
949,2.0,4.0,5.0,6.0,1.0,4.0,0.0,2.0,4.0,3.0,2.0,5.0,2.0,0.0,5.0,2.0,1.0,5.0,1.0,6.0,2.0,6.0,2.0,2.0
54905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4171,1.0,9.0,7.0,3.0,11.0,15.0,2.0,6.0,8.0,5.0,5.0,7.0,2.0,5.0,5.0,0.0,6.0,6.0,6.0,7.0,4.0,4.0,1.0,2.0
54456,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.693,0.0,1.0,1.939,2.0,2.0,0.0,1.0,1.0,0.0
56666,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,7.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0
83642,3.0,3.0,6.0,2.0,5.0,4.0,1.0,6.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,7.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0
8626,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
80216,2.0,0.0,0.0,5.0,0.0,6.0,1.0,2.0,4.0,2.0,2.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0
3993,0.0,1.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
5151,1.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,7.0
1183,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
54475,1.0,3.0,4.0,2.0,3.0,5.0,1.0,2.0,4.0,2.0,2.0,6.0,2.0,1.0,7.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,3.0
6389,62.474,62.712,113.19,82.305,69.888,116.613,53.743,76.685,97.172,55.881,54.117,110.177,56.0,28.983,77.106,51.492,49.47,52.678,91.802,95.797,53.27,93.459,36.816,54.385
6605,15.0,16.001,45.927,34.173,18.736,27.194,32.376,31.969,74.287,31.0,43.0,32.395,29.952,25.0,54.0,18.39,33.531,41.489,24.899,39.388,50.831,30.029,8.842,52.204
54752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55876,9.0,10.0,12.0,17.0,9.0,13.0,25.0,8.0,20.0,17.0,7.0,16.0,15.0,0.0,10.0,7.0,4.0,8.0,7.0,10.0,12.0,9.0,2.0,11.0
5927,9.0,18.0,30.999,8.999,14.0,15.999,10.0,5.0,36.0,10.0,12.249,29.0,21.0,6.0,18.0,8.0,7.0,17.0,15.0,21.0,20.0,11.0,8.0,11.0
4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5523,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0
10979,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0
8647,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10170,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
